# scan = 13
# date = 11/8/2003
# time = 12:01:40 PM
# experiment = TbPtIn single crystal;  100 plane
# experiment_number = 41
# command = scanrel s1 4 -4 -.15 preset mcu 2
# builtin_command = scan s1 @(s1)+4 @(s1)+-4 -0.150000
# users = O.Garlea, C.Stassis, J.L.Zarestky
# local_contact = J.L.Zarestky
# scan_title = 
# monochromator = PG002
# analyzer = Pg002
# sense = +-+
# collimation = 48-40-40-102
# samplename = TbPtIn
# sampletype = crystal
# samplemosaic = 30.000000
# latticeconstants = 7.527800,7.527800,3.846800,90.000000,90.000000,120.000000
# ubmatrix = -0.001004,-0.000053,0.259949,-0.132839,-0.132841,-0.001034,0.076692,-0.076696,0.001611
# mode = 0
# plane_normal = -0.006196,0.000009,0.999981
# ubconf = 
# preset_type = normal 
# preset_channel = mcu
# preset_value = 1.000000
# def_x = s1
# def_y = detector
# col_headers = 
#   Pt.         s1       time   detector    monitor        mcu         m2         s2        sgl        sgu        stl        stu         a1         a2          q          h          k          l         ei         ef          e       temp    coldtip    tsample
      1   -33.6860      0.923      0.000   3700.000      1.000    41.2537   -75.8306     0.3550     0.0025     0.0000    -0.0010    20.6267    41.2556     3.2667     0.1366     0.1366     1.9951    14.6405    14.6392     0.0013   295.0000     0.0000     0.000
      2   -33.8346      0.957      0.000   3700.000      1.000    41.2537   -75.8306     0.3550     0.0025     0.0000    -0.0010    20.6267    41.2556     3.2667     0.1316     0.1315     1.9955    14.6405    14.6392     0.0013   295.0000     0.0000     0.000
      3   -33.9843      0.958      0.000   3700.000      1.000    41.2537   -75.8306     0.3550     0.0025     0.0000    -0.0010    20.6267    41.2556     3.2667     0.1265     0.1264     1.9958    14.6405    14.6392     0.0013   295.0000     0.0000     0.000
      4   -34.1348      0.947      0.000   3700.000      1.000    41.2537   -75.8306     0.3550     0.0025     0.0000    -0.0010    20.6267    41.2556     3.2667     0.1213     0.1213     1.9961    14.6405    14.6392     0.0013   295.0000     0.0000     0.000
      5   -34.2854      0.958      2.000   3700.000      1.000    41.2537   -75.8306     0.3550     0.0025     0.0000    -0.0010    20.6267    41.2556     3.2667     0.1162     0.1162     1.9965    14.6405    14.6392     0.0013   295.0000     0.0000     0.000
      6   -34.4370      0.921      2.000   3700.000      1.000    41.2537   -75.8306     0.3550     0.0025     0.0000    -0.0010    20.6267    41.2556     3.2667     0.1110     0.1110     1.9968    14.6405    14.6392     0.0013   295.0000     0.0000     0.000
      7   -34.5856      0.935      4.000   3700.000      1.000    41.2537   -75.8306     0.3550     0.0025     0.0000    -0.0010    20.6267    41.2556     3.2667     0.1059     0.1059     1.9971    14.6405    14.6392     0.0013   295.0000     0.0000     0.000
      8   -34.7362      0.946      7.000   3700.000      1.000    41.2537   -75.8306     0.3550     0.0025     0.0000    -0.0010    20.6267    41.2556     3.2667     0.1008     0.1008     1.9973    14.6405    14.6392     0.0013   295.0000     0.0000     0.000
      9   -34.8839      0.932     48.000   3700.000      1.000    41.2537   -75.8306     0.3550     0.0025     0.0000    -0.0010    20.6267    41.2556     3.2667     0.0958     0.0958     1.9976    14.6405    14.6392     0.0013   295.0000     0.0000     0.000
     10   -35.0364      0.922    124.000   3700.000      1.000    41.2537   -75.8306     0.3550     0.0025     0.0000    -0.0010    20.6267    41.2556     3.2667     0.0906     0.0906     1.9979    14.6405    14.6392     0.0013   295.0000     0.0000     0.000
