# scan = 12
# date = 11/8/2003
# time = 11:58:23 AM
# experiment = TbPtIn single crystal;  100 plane
# experiment_number = 41
# command = scanrel s1 1 -1 -.15 preset mcu 2
# builtin_command = scan s1 @(s1)+1 @(s1)+-1 -0.150000
# users = O.Garlea, C.Stassis, J.L.Zarestky
# local_contact = J.L.Zarestky
# scan_title = 
# monochromator = PG002
# analyzer = Pg002
# sense = +-+
# collimation = 48-40-40-102
# samplename = TbPtIn
# sampletype = crystal
# samplemosaic = 30.000000
# latticeconstants = 7.527800,7.527800,3.846800,90.000000,90.000000,120.000000
# ubmatrix = -0.001004,-0.000053,0.259949,-0.132839,-0.132841,-0.001034,0.076692,-0.076696,0.001611
# mode = 0
# plane_normal = -0.006196,0.000009,0.999981
# ubconf = 
# preset_type = normal 
# preset_channel = mcu
# preset_value = 1.000000
# def_x = s1
# def_y = detector
# col_headers = 
#   Pt.         s1       time   detector    monitor        mcu         m2         s2        sgl        sgu        stl        stu         a1         a2          q          h          k          l         ei         ef          e       temp    coldtip    tsample
      1   -36.6870      0.971      1.000   3700.000      1.000    41.2537   -75.8326     0.3550     0.0025     0.0000    -0.0010    20.6267    41.2556     3.2668     0.0343     0.0343     1.9997    14.6405    14.6392     0.0013   295.0000     0.0000     0.000
      2   -36.8366      0.920      0.000   3700.000      1.000    41.2537   -75.8326     0.3550     0.0025     0.0000    -0.0010    20.6267    41.2556     3.2668     0.0291     0.0291     1.9998    14.6405    14.6392     0.0013   295.0000     0.0000     0.000
      3   -36.9862      0.918      0.000   3700.000      1.000    41.2537   -75.8326     0.3550     0.0025     0.0000    -0.0010    20.6267    41.2556     3.2668     0.0240     0.0240     1.9999    14.6405    14.6392     0.0013   295.0000     0.0000     0.000
      4   -37.1358      0.921      0.000   3700.000      1.000    41.2537   -75.8326     0.3550     0.0025     0.0000    -0.0010    20.6267    41.2556     3.2668     0.0189     0.0189     1.9999    14.6405    14.6392     0.0013   295.0000     0.0000     0.000
      5   -37.2864      0.973      0.000   3700.000      1.000    41.2537   -75.8326     0.3550     0.0025     0.0000    -0.0010    20.6267    41.2556     3.2668     0.0138     0.0138     2.0000    14.6405    14.6392     0.0013   295.0000     0.0000     0.000
      6   -37.4380      0.943      0.000   3700.000      1.000    41.2537   -75.8326     0.3550     0.0025     0.0000    -0.0010    20.6267    41.2556     3.2668     0.0086     0.0086     2.0000    14.6405    14.6392     0.0013   295.0000     0.0000     0.000
      7   -37.5866      0.954      1.000   3700.000      1.000    41.2537   -75.8326     0.3550     0.0025     0.0000    -0.0010    20.6267    41.2556     3.2668     0.0035     0.0035     2.0000    14.6405    14.6392     0.0013   295.0000     0.0000     0.000
      8   -37.7372      0.965      0.000   3700.000      1.000    41.2537   -75.8326     0.3550     0.0025     0.0000    -0.0010    20.6267    41.2556     3.2668    -0.0016    -0.0016     2.0000    14.6405    14.6392     0.0013   295.0000     0.0000     0.000
      9   -37.8868      0.966      0.000   3700.000      1.000    41.2537   -75.8326     0.3550     0.0025     0.0000    -0.0010    20.6267    41.2556     3.2668    -0.0067    -0.0067     2.0000    14.6405    14.6392     0.0013   295.0000     0.0000     0.000
     10   -38.0374      0.975      1.000   3700.000      1.000    41.2537   -75.8326     0.3550     0.0025     0.0000    -0.0010    20.6267    41.2556     3.2668    -0.0119    -0.0119     2.0000    14.6405    14.6392     0.0013   295.0000     0.0000     0.000
     11   -38.1870      0.933      0.000   3700.000      1.000    41.2537   -75.8326     0.3550     0.0025     0.0000    -0.0010    20.6267    41.2556     3.2668    -0.0170    -0.0170     2.0000    14.6405    14.6392     0.0013   295.0000     0.0000     0.000
     12   -38.3386      0.952      0.000   3700.000      1.000    41.2537   -75.8326     0.3550     0.0025     0.0000    -0.0010    20.6267    41.2556     3.2668    -0.0222    -0.0222     1.9999    14.6405    14.6392     0.0013   295.0000     0.0000     0.000
     13   -38.4862      0.943      0.000   3700.000      1.000    41.2537   -75.8326     0.3550     0.0025     0.0000    -0.0010    20.6267    41.2556     3.2668    -0.0272    -0.0272     1.9998    14.6405    14.6392     0.0013   295.0000     0.0000     0.000
     14   -38.6368      0.947      2.000   3700.000      1.000    41.2537   -75.8326     0.3550     0.0025     0.0000    -0.0010    20.6267    41.2556     3.2668    -0.0323    -0.0323     1.9998    14.6405    14.6392     0.0013   295.0000     0.0000     0.000
# Sum of Counts = 5
# Center of Mass = -37.916920+/-23.982995
# Full Width Half-Maximum = 1.462268+/-25.276525
# 11:58:53 AM  11/8/2003   scan completed.
