# scan = 1
# date = 11/8/2003
# time = 10:46:10 AM
# experiment = TbPtIn single crystal;  100 plane
# experiment_number = 41
# command = scanrel s1 10 -10 -.1 preset mcu 4
# builtin_command = scan s1 @(s1)+10 @(s1)+-10 -0.100000
# users = O.Garlea, C.Stassis, J.L.Zarestky
# local_contact = J.L.Zarestky
# scan_title = 
# monochromator = PG002
# analyzer = Pg002
# sense = +-+
# collimation = 48-40-40-102
# samplename = TbPtIn
# sampletype = crystal
# samplemosaic = 30.000000
# latticeconstants = 7.527800,7.527800,3.846800,90.000000,90.000000,120.000000
# ubmatrix = 0.132841,0.132841,0.000000,0.000000,0.000000,0.259956,0.076696,-0.076696,0.000000
# mode = 0
# plane_normal = 0.000000,0.000000,1.000000
# ubconf = 
# preset_type = normal 
# preset_channel = mcu
# preset_value = 1.000000
# def_x = s1
# def_y = detector
# col_headers = 
#   Pt.         s1       time   detector    monitor        mcu         m2         s2        sgl        sgu        stl        stu         a1         a2          q          h          k          l         ei         ef          e       temp    coldtip    tsample
     22   -31.0000      0.945      1.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9808     1.9809    -0.2810    14.6405    14.6392     0.0013   295.0000   294.9420   294.473
     23   -31.1014      0.925      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9813     1.9813    -0.2774    14.6405    14.6392     0.0013   295.0000   294.9420   294.467
     24   -31.2018      0.927      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9818     1.9818    -0.2739    14.6405    14.6392     0.0013   295.0000   294.9420   294.467
     25   -31.3012      0.946      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9822     1.9823    -0.2704    14.6405    14.6392     0.0013   295.0000   294.9420   294.467
     26   -31.4026      0.944      1.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9827     1.9827    -0.2668    14.6405    14.6392     0.0013   295.0000   294.9420   294.467
     27   -31.5010      0.961      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9831     1.9832    -0.2633    14.6405    14.6392     0.0013   295.0000   294.9420   294.467
     28   -31.6014      0.938      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9836     1.9836    -0.2597    14.6405    14.6392     0.0013   295.0000   294.9500   294.469
     29   -31.7008      0.951      1.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9840     1.9841    -0.2562    14.6405    14.6392     0.0013   295.0000   294.9500   294.469
     30   -31.8002      0.955      2.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9845     1.9845    -0.2527    14.6405    14.6392     0.0013   295.0000   294.9500   294.469
     31   -31.8996      0.939      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9849     1.9849    -0.2492    14.6405    14.6392     0.0013   295.0000   294.9500   294.469
     32   -32.0010      0.955      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9853     1.9854    -0.2456    14.6405    14.6392     0.0013   295.0000   294.9440   294.459
     33   -32.1014      0.946      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9857     1.9858    -0.2420    14.6405    14.6392     0.0013   295.0000   294.9440   294.459
     34   -32.2018      0.932      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9861     1.9862    -0.2385    14.6405    14.6392     0.0013   295.0000   294.9440   294.459
     35   -32.3022      0.946      1.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9865     1.9866    -0.2349    14.6405    14.6392     0.0013   295.0000   294.9440   294.459
     36   -32.4016      0.943      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9869     1.9870    -0.2314    14.6405    14.6392     0.0013   295.0000   294.9440   294.459
     37   -32.5020      0.924      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9873     1.9874    -0.2279    14.6405    14.6392     0.0013   295.0000   294.9470   294.480
     38   -32.6014      0.948      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9877     1.9878    -0.2243    14.6405    14.6392     0.0013   295.0000   294.9470   294.480
     39   -32.7008      0.943      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9881     1.9881    -0.2208    14.6405    14.6392     0.0013   295.0000   294.9470   294.480
     40   -32.7992      0.904      1.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9885     1.9885    -0.2173    14.6405    14.6392     0.0013   295.0000   294.9470   294.480
     41   -32.9006      0.940      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9888     1.9889    -0.2137    14.6405    14.6392     0.0013   295.0000   294.9540   294.488
     42   -33.0010      0.954      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9892     1.9893    -0.2102    14.6405    14.6392     0.0013   295.0000   294.9540   294.488
     43   -33.1014      0.956      1.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9896     1.9896    -0.2066    14.6405    14.6392     0.0013   295.0000   294.9540   294.488
     44   -33.2018      0.975      1.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9899     1.9900    -0.2030    14.6405    14.6392     0.0013   295.0000   294.9540   294.488
     45   -33.3012      0.955      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9902     1.9903    -0.1995    14.6405    14.6392     0.0013   295.0000   294.9620   294.476
     46   -33.4006      0.963      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9906     1.9906    -0.1960    14.6405    14.6392     0.0013   295.0000   294.9620   294.476
     47   -33.5020      0.912      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9909     1.9910    -0.1924    14.6405    14.6392     0.0013   295.0000   294.9620   294.476
     48   -33.6014      0.943      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9912     1.9913    -0.1888    14.6405    14.6392     0.0013   295.0000   294.9620   294.476
     49   -33.7008      0.974      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9916     1.9916    -0.1853    14.6405    14.6392     0.0013   295.0000   294.9620   294.476
     50   -33.8002      0.924      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9919     1.9919    -0.1818    14.6405    14.6392     0.0013   295.0000   294.9810   294.502
     51   -33.8996      0.948      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9922     1.9922    -0.1782    14.6405    14.6392     0.0013   295.0000   294.9810   294.502
     52   -34.0000      0.927      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9925     1.9925    -0.1747    14.6405    14.6392     0.0013   295.0000   294.9810   294.502
     53   -34.1014      0.910      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9928     1.9928    -0.1711    14.6405    14.6392     0.0013   295.0000   294.9780   294.510
     54   -34.2008      0.936      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9931     1.9931    -0.1675    14.6405    14.6392     0.0013   295.0000   294.9780   294.510
     55   -34.3012      0.933      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9934     1.9934    -0.1640    14.6405    14.6392     0.0013   295.0000   294.9780   294.510
     56   -34.4026      0.962      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9936     1.9937    -0.1604    14.6405    14.6392     0.0013   295.0000   294.9780   294.510
     57   -34.5010      0.934      1.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9939     1.9940    -0.1569    14.6405    14.6392     0.0013   295.0000   294.9780   294.510
     58   -34.6024      0.972      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9942     1.9942    -0.1533    14.6405    14.6392     0.0013   295.0000   294.9880   294.517
     59   -34.7018      0.937      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9944     1.9945    -0.1497    14.6405    14.6392     0.0013   295.0000   294.9880   294.517
     60   -34.8012      0.966      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9947     1.9947    -0.1462    14.6405    14.6392     0.0013   295.0000   294.9880   294.517
     61   -34.9016      0.941      1.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9949     1.9950    -0.1426    14.6405    14.6392     0.0013   295.0000   294.9880   294.517
     62   -35.0010      0.940      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9952     1.9952    -0.1391    14.6405    14.6392     0.0013   295.0000   295.0010   294.543
     63   -35.1014      0.959      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9954     1.9955    -0.1355    14.6405    14.6392     0.0013   295.0000   295.0010   294.543
     64   -35.2008      0.951      1.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9956     1.9957    -0.1320    14.6405    14.6392     0.0013   295.0000   295.0010   294.543
     65   -35.3022      0.937      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9958     1.9959    -0.1284    14.6405    14.6392     0.0013   295.0000   295.0010   294.543
     66   -35.4016      0.954      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9961     1.9961    -0.1248    14.6405    14.6392     0.0013   295.0000   295.0010   294.543
     67   -35.5010      0.950      1.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9963     1.9963    -0.1213    14.6405    14.6392     0.0013   295.0000   295.0130   294.550
     68   -35.6004      0.926      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9965     1.9965    -0.1177    14.6405    14.6392     0.0013   295.0000   295.0130   294.550
     69   -35.7008      0.961      1.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9967     1.9967    -0.1142    14.6405    14.6392     0.0013   295.0000   295.0130   294.550
     70   -35.8002      0.959      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9969     1.9969    -0.1106    14.6405    14.6392     0.0013   295.0000   295.0130   294.550
     71   -35.9026      0.927      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9971     1.9971    -0.1070    14.6405    14.6392     0.0013   295.0000   295.0130   294.550
     72   -36.0010      0.950      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9972     1.9973    -0.1035    14.6405    14.6392     0.0013   295.0000   295.0220   294.554
     73   -36.1014      0.971      1.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9974     1.9975    -0.0999    14.6405    14.6392     0.0013   295.0000   295.0220   294.554
     74   -36.2008      0.952      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9976     1.9976    -0.0963    14.6405    14.6392     0.0013   295.0000   295.0220   294.554
     75   -36.3012      0.937      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9977     1.9978    -0.0928    14.6405    14.6392     0.0013   295.0000   295.0220   294.554
     76   -36.4026      0.939      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9979     1.9979    -0.0892    14.6405    14.6392     0.0013   295.0000   295.0220   294.554
     77   -36.5020      0.940      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9980     1.9981    -0.0856    14.6405    14.6392     0.0013   295.0000   295.0200   294.562
     78   -36.6004      0.922      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9982     1.9982    -0.0821    14.6405    14.6392     0.0013   295.0000   295.0200   294.562
     79   -36.7008      0.913      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9983     1.9984    -0.0785    14.6405    14.6392     0.0013   295.0000   295.0200   294.562
     80   -36.8012      0.933      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9985     1.9985    -0.0749    14.6405    14.6392     0.0013   295.0000   295.0200   294.562
     81   -36.9016      0.921      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9986     1.9986    -0.0714    14.6405    14.6392     0.0013   295.0000   295.0200   294.562
     82   -37.0010      0.939      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9987     1.9988    -0.0678    14.6405    14.6392     0.0013   295.0000   295.0310   294.593
     83   -37.1004      0.946      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9988     1.9989    -0.0643    14.6405    14.6392     0.0013   295.0000   295.0310   294.593
     84   -37.2008      0.926      1.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9989     1.9990    -0.0607    14.6405    14.6392     0.0013   295.0000   295.0310   294.593
     85   -37.3012      0.956      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9990     1.9991    -0.0571    14.6405    14.6392     0.0013   295.0000   295.0310   294.593
     86   -37.4026      0.948      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9991     1.9992    -0.0535    14.6405    14.6392     0.0013   295.0000   295.0350   294.558
     87   -37.5020      0.958      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9992     1.9993    -0.0500    14.6405    14.6392     0.0013   295.0000   295.0350   294.558
     88   -37.6014      0.937      1.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9993     1.9993    -0.0464    14.6405    14.6392     0.0013   295.0000   295.0350   294.558
     89   -37.7008      0.912      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9994     1.9994    -0.0429    14.6405    14.6392     0.0013   295.0000   295.0350   294.558
     90   -37.8012      0.958      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9994     1.9995    -0.0393    14.6405    14.6392     0.0013   295.0000   295.0350   294.558
     91   -37.9016      0.952      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9995     1.9995    -0.0357    14.6405    14.6392     0.0013   295.0000   295.0410   294.583
     92   -38.0020      0.978      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9995     1.9996    -0.0321    14.6405    14.6392     0.0013   295.0000   295.0410   294.583
     93   -38.1024      0.942      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9996     1.9997    -0.0285    14.6405    14.6392     0.0013   295.0000   295.0410   294.583
     94   -38.2008      0.977      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9996     1.9997    -0.0250    14.6405    14.6392     0.0013   295.0000   295.0410   294.583
     95   -38.3012      0.957      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9997     1.9997    -0.0215    14.6405    14.6392     0.0013   295.0000   295.0430   294.591
     96   -38.4026      0.939      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9997     1.9998    -0.0178    14.6405    14.6392     0.0013   295.0000   295.0430   294.591
     97   -38.5010      0.954      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9997     1.9998    -0.0143    14.6405    14.6392     0.0013   295.0000   295.0430   294.591
     98   -38.6014      0.971      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9998     1.9998    -0.0107    14.6405    14.6392     0.0013   295.0000   295.0430   294.591
     99   -38.7008      0.958      1.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9998     1.9998    -0.0072    14.6405    14.6392     0.0013   295.0000   295.0430   294.591
    100   -38.7992      0.935      1.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9998     1.9999    -0.0037    14.6405    14.6392     0.0013   295.0000   295.0540   294.572
    101   -38.9016      0.928      2.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9998     1.9999    -0.0000    14.6405    14.6392     0.0013   295.0000   295.0540   294.572
    102   -39.0020      0.957      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9998     1.9999     0.0035    14.6405    14.6392     0.0013   295.0000   295.0540   294.572
    103   -39.1024      0.953      1.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9998     1.9998     0.0071    14.6405    14.6392     0.0013   295.0000   295.0540   294.572
    104   -39.2018      0.948      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9998     1.9998     0.0107    14.6405    14.6392     0.0013   295.0000   295.0610   294.588
    105   -39.3022      0.946      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9997     1.9998     0.0143    14.6405    14.6392     0.0013   295.0000   295.0610   294.588
    106   -39.4016      0.957      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9997     1.9998     0.0178    14.6405    14.6392     0.0013   295.0000   295.0610   294.588
    107   -39.5020      0.949      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9997     1.9997     0.0214    14.6405    14.6392     0.0013   295.0000   295.0610   294.588
    108   -39.6024      0.937      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9996     1.9997     0.0250    14.6405    14.6392     0.0013   295.0000   295.0610   294.588
