# scan = 1
# date = 11/8/2003
# time = 10:46:10 AM
# experiment = TbPtIn single crystal;  100 plane
# experiment_number = 41
# command = scanrel s1 10 -10 -.1 preset mcu 4
# builtin_command = scan s1 @(s1)+10 @(s1)+-10 -0.100000
# users = O.Garlea, C.Stassis, J.L.Zarestky
# local_contact = J.L.Zarestky
# scan_title = 
# monochromator = PG002
# analyzer = Pg002
# sense = +-+
# collimation = 48-40-40-102
# samplename = TbPtIn
# sampletype = crystal
# samplemosaic = 30.000000
# latticeconstants = 7.527800,7.527800,3.846800,90.000000,90.000000,120.000000
# ubmatrix = 0.132841,0.132841,0.000000,0.000000,0.000000,0.259956,0.076696,-0.076696,0.000000
# mode = 0
# plane_normal = 0.000000,0.000000,1.000000
# ubconf = 
# preset_type = normal 
# preset_channel = mcu
# preset_value = 1.000000
# def_x = s1
# def_y = detector
# col_headers = 
#   Pt.         s1       time   detector    monitor        mcu         m2         s2        sgl        sgu        stl        stu         a1         a2          q          h          k          l         ei         ef          e       temp    coldtip    tsample
      1   -28.9016      0.947      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9694     1.9695    -0.3550    14.6405    14.6392     0.0013   295.0000   294.9630   294.492
      2   -29.0010      0.930      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9700     1.9701    -0.3515    14.6405    14.6392     0.0013   295.0000   294.9630   294.492
      3   -29.1004      0.946      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9706     1.9707    -0.3480    14.6405    14.6392     0.0013   295.0000   294.9630   294.492
      4   -29.2018      0.950      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9712     1.9713    -0.3444    14.6405    14.6392     0.0013   295.0000   294.9630   294.492
      5   -29.3031      0.949      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9718     1.9718    -0.3408    14.6405    14.6392     0.0013   295.0000   294.9520   294.493
      6   -29.4016      0.952      1.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9724     1.9724    -0.3374    14.6405    14.6392     0.0013   295.0000   294.9520   294.493
      7   -29.5010      0.911      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9729     1.9730    -0.3339    14.6405    14.6392     0.0013   295.0000   294.9520   294.493
      8   -29.6014      0.943      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9735     1.9736    -0.3303    14.6405    14.6392     0.0013   295.0000   294.9520   294.493
      9   -29.7008      0.924      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9741     1.9741    -0.3268    14.6405    14.6392     0.0013   295.0000   294.9430   294.467
     10   -29.8002      0.959      1.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9746     1.9747    -0.3233    14.6405    14.6392     0.0013   295.0000   294.9430   294.467
     11   -29.9016      0.933      1.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9752     1.9752    -0.3198    14.6405    14.6392     0.0013   295.0000   294.9430   294.467
     12   -30.0010      0.938      1.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9757     1.9758    -0.3163    14.6405    14.6392     0.0013   295.0000   294.9430   294.467
     13   -30.0994      0.946      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9762     1.9763    -0.3128    14.6405    14.6392     0.0013   295.0000   294.9430   294.467
     14   -30.2018      0.966      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9768     1.9768    -0.3092    14.6405    14.6392     0.0013   295.0000   294.9440   294.475
     15   -30.3012      0.944      1.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9773     1.9774    -0.3057    14.6405    14.6392     0.0013   295.0000   294.9440   294.475
     16   -30.4016      0.950      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9778     1.9779    -0.3021    14.6405    14.6392     0.0013   295.0000   294.9440   294.475
     17   -30.5010      0.943      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9783     1.9784    -0.2986    14.6405    14.6392     0.0013   295.0000   294.9440   294.475
     18   -30.6014      0.936      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9788     1.9789    -0.2951    14.6405    14.6392     0.0013   295.0000   294.9440   294.475
     19   -30.7018      0.930      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9793     1.9794    -0.2915    14.6405    14.6392     0.0013   295.0000   294.9420   294.473
     20   -30.8012      0.929      1.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9798     1.9799    -0.2880    14.6405    14.6392     0.0013   295.0000   294.9420   294.473
     21   -30.9006      0.959      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9803     1.9804    -0.2845    14.6405    14.6392     0.0013   295.0000   294.9420   294.473
