# scan = 5
# date = 11/8/2003
# time = 11:10:46 AM
# experiment = TbPtIn single crystal;  100 plane
# experiment_number = 41
# command = scanrel s1 1 -1 -.15
# builtin_command = scan s1 @(s1)+1 @(s1)+-1 -0.150000
# users = O.Garlea, C.Stassis, J.L.Zarestky
# local_contact = J.L.Zarestky
# scan_title = 
# monochromator = PG002
# analyzer = Pg002
# sense = +-+
# collimation = 48-40-40-102
# samplename = TbPtIn
# sampletype = crystal
# samplemosaic = 30.000000
# latticeconstants = 7.527800,7.527800,3.846800,90.000000,90.000000,120.000000
# ubmatrix = -0.001004,-0.000053,0.259949,-0.132839,-0.132841,-0.001034,0.076692,-0.076696,0.001611
# mode = 0
# plane_normal = -0.006196,0.000009,0.999981
# ubconf = C:\User\exp41\UBConf\UB08Nov2003_110152AM.ini
# preset_type = normal 
# preset_channel = mcu
# preset_value = 1.000000
# def_x = s1
# def_y = detector
# col_headers = 
#   Pt.         s1       time   detector    monitor        mcu         m2         s2        sgl        sgu        stl        stu         a1         a2          q          h          k          l         ei         ef          e       temp    coldtip    tsample
      1    72.9272      0.926      1.000   3700.000      1.000    41.2537   -36.6032     0.3550     0.0030     0.0000    -0.0010    20.6267    41.2556     1.6693     0.9999     0.9998    -0.0179    14.6405    14.6392     0.0013   295.0000   294.8080   294.364
      2    72.7776      0.941      0.000   3700.000      1.000    41.2537   -36.6032     0.3550     0.0030     0.0000    -0.0010    20.6267    41.2556     1.6693     1.0000     0.9998    -0.0153    14.6405    14.6392     0.0013   295.0000   294.8080   294.364
      3    72.6270      0.945      6.000   3700.000      1.000    41.2537   -36.6032     0.3550     0.0030     0.0000    -0.0010    20.6267    41.2556     1.6693     1.0000     0.9999    -0.0126    14.6405    14.6392     0.0013   295.0000   294.8100   294.325
      4    72.4764      0.966     57.000   3700.000      1.000    41.2537   -36.6032     0.3550     0.0030     0.0000    -0.0010    20.6267    41.2556     1.6693     1.0000     0.9999    -0.0099    14.6405    14.6392     0.0013   295.0000   294.8100   294.325
      5    72.3287      0.930    114.000   3700.000      1.000    41.2537   -36.6032     0.3550     0.0030     0.0000    -0.0010    20.6267    41.2556     1.6693     1.0001     0.9999    -0.0072    14.6405    14.6392     0.0013   295.0000   294.8100   294.325
      6    72.1772      0.900     84.000   3700.000      1.000    41.2537   -36.6032     0.3550     0.0030     0.0000    -0.0010    20.6267    41.2556     1.6693     1.0001     0.9999    -0.0045    14.6405    14.6392     0.0013   295.0000   294.8100   294.325
      7    72.0266      0.952     36.000   3700.000      1.000    41.2537   -36.6032     0.3550     0.0030     0.0000    -0.0010    20.6267    41.2556     1.6693     1.0001     0.9999    -0.0019    14.6405    14.6392     0.0013   295.0000   294.8100   294.325
      8    71.8780      0.926      7.000   3700.000      1.000    41.2537   -36.6032     0.3550     0.0030     0.0000    -0.0010    20.6267    41.2556     1.6693     1.0001     0.9999     0.0008    14.6405    14.6392     0.0013   295.0000   294.8070   294.337
      9    71.7274      0.944      1.000   3700.000      1.000    41.2537   -36.6032     0.3550     0.0030     0.0000    -0.0010    20.6267    41.2556     1.6693     1.0001     0.9999     0.0035    14.6405    14.6392     0.0013   295.0000   294.8070   294.337
     10    71.5758      0.927      1.000   3700.000      1.000    41.2537   -36.6032     0.3550     0.0030     0.0000    -0.0010    20.6267    41.2556     1.6693     1.0001     0.9999     0.0062    14.6405    14.6392     0.0013   295.0000   294.8070   294.337
     11    71.4272      0.943      1.000   3700.000      1.000    41.2537   -36.6032     0.3550     0.0030     0.0000    -0.0010    20.6267    41.2556     1.6693     1.0000     0.9999     0.0088    14.6405    14.6392     0.0013   295.0000   294.8070   294.337
     12    71.2785      0.159      0.000    639.000      0.173    41.2537   -36.6032     0.3550     0.0030     0.0000    -0.0010    20.6267    41.2556     1.6693     1.0000     0.9999     0.0115    14.6405    14.6392     0.0013   295.0000   294.8100   294.342
# Sum of Counts = 308
# Center of Mass = 72.269593+/-5.823658
# Full Width Half-Maximum = 0.350066+/-3.955315
# 11:11:16 AM  11/8/2003   scan stopped!!
