# scan = 6
# date = 11/8/2003
# time = 11:15:18 AM
# experiment = TbPtIn single crystal;  100 plane
# experiment_number = 41
# command = scanrel s1 1 -1 -.15
# builtin_command = scan s1 @(s1)+1 @(s1)+-1 -0.150000
# users = O.Garlea, C.Stassis, J.L.Zarestky
# local_contact = J.L.Zarestky
# scan_title = 
# monochromator = PG002
# analyzer = Pg002
# sense = +-+
# collimation = 48-40-40-102
# samplename = TbPtIn
# sampletype = crystal
# samplemosaic = 30.000000
# latticeconstants = 7.527800,7.527800,3.846800,90.000000,90.000000,120.000000
# ubmatrix = -0.001004,-0.000053,0.259949,-0.132839,-0.132841,-0.001034,0.076692,-0.076696,0.001611
# mode = 0
# plane_normal = -0.006196,0.000009,0.999981
# ubconf = C:\User\exp41\UBConf\UB08Nov2003_110152AM.ini
# preset_type = normal 
# preset_channel = mcu
# preset_value = 1.000000
# def_x = s1
# def_y = detector
# col_headers = 
#   Pt.         s1       time   detector    monitor        mcu         m2         s2        sgl        sgu        stl        stu         a1         a2          q          h          k          l         ei         ef          e       temp    coldtip    tsample
      1    73.2707      0.946      0.000   3700.000      1.000    41.2537   -36.6032     0.3550     0.0035     0.0000    -0.0010    20.6267    41.2556     1.6693     0.9998     0.9996    -0.0240    14.6405    14.6392     0.0013   295.0000   294.8470   294.383
      2    73.1201      0.948      1.000   3700.000      1.000    41.2537   -36.6032     0.3550     0.0035     0.0000    -0.0010    20.6267    41.2556     1.6693     0.9999     0.9997    -0.0214    14.6405    14.6392     0.0013   295.0000   294.8470   294.383
      3    72.9705      0.946      3.000   3700.000      1.000    41.2537   -36.6032     0.3550     0.0035     0.0000    -0.0010    20.6267    41.2556     1.6693     0.9999     0.9998    -0.0187    14.6405    14.6392     0.0013   295.0000   294.8470   294.376
      4    72.8219      0.940      2.000   3700.000      1.000    41.2537   -36.6032     0.3550     0.0035     0.0000    -0.0010    20.6267    41.2556     1.6693     1.0000     0.9998    -0.0160    14.6405    14.6392     0.0013   295.0000   294.8470   294.376
      5    72.6703      0.945      6.000   3700.000      1.000    41.2537   -36.6032     0.3550     0.0035     0.0000    -0.0010    20.6267    41.2556     1.6693     1.0000     0.9998    -0.0133    14.6405    14.6392     0.0013   295.0000   294.8470   294.376
      6    72.5207      0.946     53.000   3700.000      1.000    41.2537   -36.6032     0.3550     0.0035     0.0000    -0.0010    20.6267    41.2556     1.6693     1.0000     0.9999    -0.0107    14.6405    14.6392     0.0013   295.0000   294.8510   294.361
      7    72.3720      0.963    103.000   3700.000      1.000    41.2537   -36.6032     0.3550     0.0035     0.0000    -0.0010    20.6267    41.2556     1.6693     1.0001     0.9999    -0.0080    14.6405    14.6392     0.0013   295.0000   294.8510   294.361
      8    72.2224      0.933     83.000   3700.000      1.000    41.2537   -36.6032     0.3550     0.0035     0.0000    -0.0010    20.6267    41.2556     1.6693     1.0001     0.9999    -0.0054    14.6405    14.6392     0.0013   295.0000   294.8510   294.361
      9    72.0699      0.943     31.000   3700.000      1.000    41.2537   -36.6032     0.3550     0.0035     0.0000    -0.0010    20.6267    41.2556     1.6693     1.0001     0.9999    -0.0026    14.6405    14.6392     0.0013   295.0000   294.8510   294.361
     10    71.9203      0.940      3.000   3700.000      1.000    41.2537   -36.6032     0.3550     0.0035     0.0000    -0.0010    20.6267    41.2556     1.6693     1.0001     0.9999     0.0000    14.6405    14.6392     0.0013   295.0000   294.8490   294.358
     11    71.7707      0.944      0.000   3700.000      1.000    41.2537   -36.6032     0.3550     0.0035     0.0000    -0.0010    20.6267    41.2556     1.6693     1.0001     0.9999     0.0027    14.6405    14.6392     0.0013   295.0000   294.8490   294.358
     12    71.6201      0.935      1.000   3700.000      1.000    41.2537   -36.6032     0.3550     0.0035     0.0000    -0.0010    20.6267    41.2556     1.6693     1.0001     0.9999     0.0054    14.6405    14.6392     0.0013   295.0000   294.8490   294.358
     13    71.4695      0.949      0.000   3700.000      1.000    41.2537   -36.6032     0.3550     0.0035     0.0000    -0.0010    20.6267    41.2556     1.6693     1.0001     0.9999     0.0081    14.6405    14.6392     0.0013   295.0000   294.8490   294.358
     14    71.3219      0.000      0.000      0.000      0.000    41.2537   -36.6032     0.3550     0.0035     0.0000    -0.0010    20.6267    41.2556     1.6693     1.0000     0.9999     0.0107    14.6405    14.6392     0.0013   295.0000   294.8530   294.357
# Sum of Counts = 286
# Center of Mass = 72.334327+/-6.048910
# Full Width Half-Maximum = 0.358770+/-3.927891
# 11:15:54 AM  11/8/2003   scan stopped!!
