# scan = 21
# date = 11/8/2003
# time = 2:45:12 PM
# experiment = TbPtIn single crystal;  100 plane
# experiment_number = 41
# command = scanrel s1 1 -1 -.1 preset mcu 2
# builtin_command = scan s1 @(s1)+1 @(s1)+-1 -0.100000
# users = O.Garlea, C.Stassis, J.L.Zarestky
# local_contact = J.L.Zarestky
# scan_title = 
# monochromator = PG002
# analyzer = Pg002
# sense = +-+
# collimation = 48-40-40-102
# samplename = TbPtIn
# sampletype = crystal
# samplemosaic = 30.000000
# latticeconstants = 7.527800,7.527800,3.846800,90.000000,90.000000,120.000000
# ubmatrix = -0.008324,-0.004753,0.259571,-0.134634,-0.130627,-0.012952,0.073030,-0.080267,0.005708
# mode = 0
# plane_normal = -0.023281,-0.026118,0.999388
# ubconf = C:\User\exp41\UBConf\UB08Nov2003_24336PM.ini
# preset_type = normal 
# preset_channel = mcu
# preset_value = 1.000000
# def_x = s1
# def_y = detector
# col_headers = 
#   Pt.         s1       time   detector    monitor        mcu         m2         s2        sgl        sgu        stl        stu         a1         a2          q          h          k          l         ei         ef          e       temp    coldtip    tsample
      1    75.5197      0.939      0.000   3700.000      1.000    41.2537   -36.6032     1.3340    -1.4970    -0.0020    -0.0010    20.6267    41.2556     1.6693     0.9999     0.9999    -0.0179    14.6405    14.6392     0.0013   295.0000   298.1470   301.003
      2    75.4203      0.956      0.000   3700.000      1.000    41.2537   -36.6032     1.3340    -1.4970    -0.0020    -0.0010    20.6267    41.2556     1.6693     0.9999     0.9999    -0.0161    14.6405    14.6392     0.0013   295.0000   298.1470   301.003
      3    75.3209      0.955      1.000   3700.000      1.000    41.2537   -36.6032     1.3340    -1.4970    -0.0020    -0.0010    20.6267    41.2556     1.6693     0.9999     0.9999    -0.0143    14.6405    14.6392     0.0013   295.0000   298.1470   301.003
      4    75.2205      0.936      0.000   3700.000      1.000    41.2537   -36.6032     1.3340    -1.4970    -0.0020    -0.0010    20.6267    41.2556     1.6693     0.9999     0.9999    -0.0126    14.6405    14.6392     0.0013   295.0000   298.1470   301.003
      5    75.1201      0.947      4.000   3700.000      1.000    41.2537   -36.6032     1.3340    -1.4970    -0.0020    -0.0010    20.6267    41.2556     1.6693     1.0000     1.0000    -0.0108    14.6405    14.6392     0.0013   295.0000   298.1250   300.647
      6    75.0207      0.925      6.000   3700.000      1.000    41.2537   -36.6032     1.3340    -1.4970    -0.0020    -0.0010    20.6267    41.2556     1.6693     1.0000     1.0000    -0.0090    14.6405    14.6392     0.0013   295.0000   298.1250   300.647
      7    74.9203      0.938      5.000   3700.000      1.000    41.2537   -36.6032     1.3340    -1.4970    -0.0020    -0.0010    20.6267    41.2556     1.6693     1.0000     1.0000    -0.0072    14.6405    14.6392     0.0013   295.0000   298.1250   300.647
      8    74.8189      0.934     12.000   3700.000      1.000    41.2537   -36.6032     1.3340    -1.4970    -0.0020    -0.0010    20.6267    41.2556     1.6693     1.0000     1.0000    -0.0054    14.6405    14.6392     0.0013   295.0000   298.1250   300.647
      9    74.7205      0.935     56.000   3700.000      1.000    41.2537   -36.6032     1.3340    -1.4970    -0.0020    -0.0010    20.6267    41.2556     1.6693     1.0000     1.0000    -0.0036    14.6405    14.6392     0.0013   295.0000   298.1250   300.647
     10    74.6201      0.925    141.000   3700.000      1.000    41.2537   -36.6032     1.3340    -1.4970    -0.0020    -0.0010    20.6267    41.2556     1.6693     1.0000     1.0000    -0.0018    14.6405    14.6392     0.0013   295.0000   298.1120   300.650
     11    74.5197      0.963    244.000   3700.000      1.000    41.2537   -36.6032     1.3340    -1.4970    -0.0020    -0.0010    20.6267    41.2556     1.6693     1.0000     1.0000    -0.0001    14.6405    14.6392     0.0013   295.0000   298.1120   300.650
     12    74.4193      0.929    200.000   3700.000      1.000    41.2537   -36.6032     1.3340    -1.4970    -0.0020    -0.0010    20.6267    41.2556     1.6693     1.0000     1.0000     0.0017    14.6405    14.6392     0.0013   295.0000   298.1120   300.650
     13    74.3199      0.953    111.000   3700.000      1.000    41.2537   -36.6032     1.3340    -1.4970    -0.0020    -0.0010    20.6267    41.2556     1.6693     1.0000     1.0000     0.0035    14.6405    14.6392     0.0013   295.0000   298.1120   300.650
     14    74.2205      0.935     46.000   3700.000      1.000    41.2537   -36.6032     1.3340    -1.4970    -0.0020    -0.0010    20.6267    41.2556     1.6693     1.0000     1.0000     0.0053    14.6405    14.6392     0.0013   295.0000   298.1120   300.650
     15    74.1211      0.938     11.000   3700.000      1.000    41.2537   -36.6032     1.3340    -1.4970    -0.0020    -0.0010    20.6267    41.2556     1.6693     1.0000     1.0000     0.0071    14.6405    14.6392     0.0013   295.0000   298.1030   300.562
     16    74.0217      0.959      2.000   3700.000      1.000    41.2537   -36.6032     1.3340    -1.4970    -0.0020    -0.0010    20.6267    41.2556     1.6693     1.0000     1.0000     0.0088    14.6405    14.6392     0.0013   295.0000   298.1030   300.562
     17    73.9213      0.936      0.000   3700.000      1.000    41.2537   -36.6032     1.3340    -1.4970    -0.0020    -0.0010    20.6267    41.2556     1.6693     1.0000     1.0000     0.0106    14.6405    14.6392     0.0013   295.0000   298.1030   300.562
     18    73.8209      0.970      0.000   3700.000      1.000    41.2537   -36.6032     1.3340    -1.4970    -0.0020    -0.0010    20.6267    41.2556     1.6693     0.9999     0.9999     0.0124    14.6405    14.6392     0.0013   295.0000   298.1030   300.562
