# scan = 230
# date = 11/10/2003
# time = 4:30:15 PM
# experiment = TbPtIn single crystal;  100 plane
# experiment_number = 41
# command = scanrel s1 -1 1 .1
# builtin_command = scan s1 @(s1)+-1 @(s1)+1 0.100000
# users = O.Garlea, C.Stassis, J.L.Zarestky
# local_contact = J.L.Zarestky
# scan_title = looking for relflections, 220 and 002
# monochromator = PG002
# analyzer = Pg002
# sense = +-+
# collimation = 48-40-40-102
# samplename = TbPtIn
# sampletype = crystal
# samplemosaic = 30.000000
# latticeconstants = 7.554017,7.554017,3.847681,90.000000,90.000000,120.000000
# ubmatrix = -0.005801,-0.006329,0.259622,-0.132241,-0.132241,-0.011907,0.076450,-0.076408,-0.000897
# mode = 0
# plane_normal = 0.003456,0.000000,0.999986
# ubconf = C:\User\exp41\UBConf\UB10Nov2003_42836PM.ini
# preset_type = normal 
# preset_channel = mcu
# preset_value = 1.000000
# def_x = s1
# def_y = detector
# col_headers = 
#   Pt.         s1       time   detector    monitor        mcu         m2         s2        sgl        sgu        stl        stu         a1         a2          q          h          k          l         ei         ef          e       temp    coldtip    tsample
      1    52.8848      0.935      0.000   3700.000      1.000    41.2537   -77.4861    -0.1980    -0.0005     0.0040     0.0020    20.6266    41.2566     3.3269     1.9996     1.9996     0.0354    14.6405    14.6385     0.0020   295.0000    82.5710   100.793
      2    52.9813      0.923      0.000   3700.000      1.000    41.2537   -77.4861    -0.1980    -0.0005     0.0040     0.0020    20.6266    41.2566     3.3269     1.9996     1.9997     0.0320    14.6405    14.6385     0.0020   295.0000    82.5710   100.793
      3    53.0807      0.892      2.000   3700.000      1.000    41.2537   -77.4861    -0.1980    -0.0005     0.0040     0.0020    20.6266    41.2566     3.3269     1.9997     1.9997     0.0284    14.6405    14.6385     0.0020   295.0000    82.5710   100.793
      4    53.1801      0.899      0.000   3700.000      1.000    41.2537   -77.4861    -0.1980    -0.0005     0.0040     0.0020    20.6266    41.2566     3.3269     1.9997     1.9998     0.0249    14.6405    14.6385     0.0020   295.0000    82.1240   101.107
      5    53.2815      0.935      1.000   3700.000      1.000    41.2537   -77.4861    -0.1980    -0.0005     0.0040     0.0020    20.6266    41.2566     3.3269     1.9998     1.9998     0.0213    14.6405    14.6385     0.0020   295.0000    82.1240   101.107
      6    53.3819      0.921      2.000   3700.000      1.000    41.2537   -77.4851    -0.1980    -0.0005     0.0040     0.0020    20.6266    41.2566     3.3269     1.9998     1.9998     0.0177    14.6405    14.6385     0.0020   295.0000    82.1240   101.107
      7    53.4813      0.900      1.000   3700.000      1.000    41.2537   -77.4861    -0.1980    -0.0005     0.0040     0.0020    20.6266    41.2566     3.3269     1.9998     1.9999     0.0142    14.6405    14.6385     0.0020   295.0000    81.5940   100.409
      8    53.5817      0.934      0.000   3700.000      1.000    41.2537   -77.4861    -0.1980    -0.0005     0.0040     0.0020    20.6266    41.2566     3.3269     1.9998     1.9999     0.0106    14.6405    14.6385     0.0020   295.0000    81.5940   100.409
      9    53.6821      0.924      0.000   3700.000      1.000    41.2537   -77.4861    -0.1980    -0.0005     0.0040     0.0020    20.6266    41.2566     3.3269     1.9999     1.9999     0.0071    14.6405    14.6385     0.0020   295.0000    81.5940   100.409
     10    53.7815      0.922      1.000   3700.000      1.000    41.2537   -77.4861    -0.1980    -0.0005     0.0040     0.0020    20.6266    41.2566     3.3269     1.9999     1.9999     0.0035    14.6405    14.6385     0.0020   295.0000    81.5940   100.409
     11    53.8819      0.910      1.000   3700.000      1.000    41.2537   -77.4861    -0.1980    -0.0005     0.0040     0.0020    20.6266    41.2566     3.3269     1.9999     1.9999    -0.0000    14.6405    14.6385     0.0020   295.0000    81.0920   100.530
     12    53.9823      0.951      3.000   3700.000      1.000    41.2537   -77.4861    -0.1980    -0.0005     0.0040     0.0020    20.6266    41.2566     3.3269     1.9999     1.9999    -0.0036    14.6405    14.6385     0.0020   295.0000    81.0920   100.530
     13    54.0807      0.936      2.000   3700.000      1.000    41.2537   -77.4861    -0.1980    -0.0005     0.0040     0.0020    20.6266    41.2566     3.3269     1.9999     1.9999    -0.0071    14.6405    14.6385     0.0020   295.0000    81.0920   100.530
     14    54.1801      0.917      1.000   3700.000      1.000    41.2537   -77.4861    -0.1980    -0.0005     0.0040     0.0020    20.6266    41.2566     3.3269     1.9998     1.9999    -0.0107    14.6405    14.6385     0.0020   295.0000    81.0920   100.530
     15    54.2815      0.923      1.000   3700.000      1.000    41.2537   -77.4861    -0.1980    -0.0005     0.0040     0.0020    20.6266    41.2566     3.3269     1.9998     1.9999    -0.0143    14.6405    14.6385     0.0020   295.0000    80.5840   100.121
     16    54.3819      0.941      0.000   3700.000      1.000    41.2537   -77.4861    -0.1980    -0.0005     0.0040     0.0020    20.6266    41.2566     3.3269     1.9998     1.9999    -0.0178    14.6405    14.6385     0.0020   295.0000    80.5840   100.121
     17    54.4813      0.935      0.000   3700.000      1.000    41.2537   -77.4861    -0.1980    -0.0005     0.0040     0.0020    20.6266    41.2566     3.3269     1.9998     1.9998    -0.0214    14.6405    14.6385     0.0020   295.0000    80.5840   100.121
     18    54.5817      0.952      0.000   3700.000      1.000    41.2537   -77.4861    -0.1980    -0.0005     0.0040     0.0020    20.6266    41.2566     3.3269     1.9997     1.9998    -0.0249    14.6405    14.6385     0.0020   295.0000    80.1630   100.555
     19    54.6831      0.947      0.000   3700.000      1.000    41.2537   -77.4861    -0.1980    -0.0005     0.0040     0.0020    20.6266    41.2566     3.3269     1.9997     1.9997    -0.0285    14.6405    14.6385     0.0020   295.0000    80.1630   100.555
     20    54.7815      0.928      0.000   3700.000      1.000    41.2537   -77.4861    -0.1980    -0.0005     0.0040     0.0020    20.6266    41.2566     3.3269     1.9996     1.9997    -0.0320    14.6405    14.6385     0.0020   295.0000    80.1630   100.555
     21    54.8819      0.924      0.000   3700.000      1.000    41.2537   -77.4861    -0.1980    -0.0005     0.0040     0.0020    20.6266    41.2566     3.3269     1.9996     1.9996    -0.0356    14.6405    14.6385     0.0020   295.0000    80.1630   100.555
# Sum of Counts = 15
# Center of Mass = 53.728087+/-19.618986
# Full Width Half-Maximum = 0.786196+/-13.363495
# 4:31:12 PM  11/10/2003   scan completed.
