# X , Y , E
1
0.00234533,-0.0037,0
0.00464883,-0.0037,0
0.00695233,-0.0037,0
0.00925583,-0.0037,0
0.0115593,0.0847079,0.00956291
0.0138628,0.0806932,0.00304803
0.0161663,0.0832147,0.00195017
0.0184698,0.0872179,0.00135914
0.0207733,0.0807181,0.000952159
0.0230768,0.0795644,0.000807931
0.0253803,0.0771685,0.000570553
0.0276838,0.0742685,0.000476293
0.0299873,0.0733577,0.000443852
0.0322908,0.070852,0.000416049
0.0345943,0.0694002,0.000401904
0.0368978,0.0669857,0.000382301
0.0392013,0.0646385,0.000371579
0.0415048,0.0629099,0.000355685
0.0438083,0.0597803,0.000345319
0.0461118,0.0583409,0.000332913
0.0484153,0.0553269,0.000322815
0.0507188,0.0535158,0.00031357
0.0530223,0.0505982,0.00030525
0.0553258,0.048772,0.000295982
0.0576293,0.0465497,0.000287161
0.0599328,0.0437384,0.000280091
0.0622363,0.0421433,0.00027496
0.0645398,0.0398321,0.000265418
0.0668433,0.0371563,0.00025919
0.0691468,0.0358214,0.000255993
0.0714503,0.0335585,0.000249025
0.0737538,0.0318874,0.00024327
0.0760573,0.0302681,0.00023869
0.0783608,0.0280413,0.00023417
0.0806643,0.0266888,0.000228616
0.0829678,0.0249697,0.000224625
0.0852713,0.0236393,0.000221459
0.0875748,0.021905,0.000215763
0.0898783,0.0203728,0.00021235
0.0921818,0.0192315,0.000208954
0.0944853,0.0176756,0.000206334
0.0967888,0.0168402,0.000202322
0.0990923,0.0151712,0.000199208
0.101396,0.0148037,0.000196126
0.103699,0.0138137,0.000193257
0.106003,0.0130419,0.000190645
0.108306,0.0120839,0.000187823
0.11061,0.0110578,0.000186087
0.112913,0.0107877,0.000183381
0.115217,0.010188,0.000181764
0.11752,0.009347,0.000179309
0.119824,0.0089547,0.000177097
0.122127,0.0083497,0.000174972
0.124431,0.007529,0.000172304
0.126734,0.007462,0.000172137
0.129038,0.0068531,0.00016914
0.131341,0.0067975,0.000167421
0.133645,0.00611026,0.000166704
0.135948,0.00613646,0.000164375
0.138252,0.00552633,0.000163021
0.140555,0.00527499,0.000161747
0.142859,0.00535153,0.000160739
0.145162,0.00503,0.000160322
0.147466,0.00454321,0.000159228
0.149769,0.00452664,0.000158354
0.152073,0.00425198,0.000158698
0.154376,0.00432689,0.000158106
0.15668,0.00389402,0.000158945
0.158983,0.00370893,0.000159406
0.161287,0.00373966,0.000159878
0.16359,0.00340957,0.000161505
0.165894,0.00319269,0.000162662
