# scan = 73
# date = 9/5/2017
# time = 10:50:36 PM
# proposal = 19739
# experiment = Separation of phonon and magnetic scattering near the Majorana mode in α-RuCl3: feasibility study
# experiment_number = 600
# command = scanrel s1 5 -5 0.2
# builtin_command = scan s1 @(s1)+5 @(s1)+-5 0.200000
# users = Paula Kelley
# local_contact = 
# scan_title = alignment while cooling 0 0 6 peak
# monochromator = PG002
# analyzer = Pg002
# sense = -+-
# collimation = 48-40-40-120
# samplename = RuCl3
# sampletype = crystal
# samplemosaic = 30.000000
# latticeconstants = 5.975000,5.975000,17.000000,90.000000,90.000000,120.000000
# ubmatrix = 0.007997,-0.001843,-0.058737,0.192379,0.110766,0.002248,0.016549,-0.158351,0.002256
# mode = 0
# plane_normal = 0.034900,-0.087094,0.995588
# ubconf = UB05Sep2017_95742PM.ini
# preset_type = normal 
# preset_channel = time
# preset_value = 1.000000
# def_x = s1
# def_y = detector
# col_headers = 
#   Pt.         s1       time   detector    monitor        mcu focal_length         m1         m2   mcrystal       marc     mtrans     mfocus        bab        bal        bar        bat        bbb        bbl        bbr        bbt         s2        sgl        sgu        stl        stu         a1         a2          q          h          k          l         ei         ef          e   cold_tip    tsample       temp
      1    31.9743      1.000    548.000  14058.000      5.353    66.7975   -22.2454   -41.1659   119.9771     2.6000    -2.0000   -34.2897    25.0000    15.0000    10.0000    25.0000    39.0000    30.0000    30.0000    39.0000    49.2005    -2.0000    -4.9995    -0.0010    -0.0010   159.4104   -41.1799     2.2172     0.1585     0.0000     5.9763    14.7002    14.6907     0.0095    71.8700   108.4900     1.000
      2    31.7740      1.000    558.000  14050.000      5.350    66.7975   -22.2454   -41.1659   119.9771     2.6000    -2.0000   -34.2897    25.0000    15.0000    10.0000    25.0000    39.0000    30.0000    30.0000    39.0000    49.2005    -2.0000    -4.9995    -0.0010    -0.0010   159.4104   -41.1799     2.2172     0.1522     0.0000     5.9781    14.7002    14.6907     0.0095    71.7270   108.2570     1.000
      3    31.5740      1.000    617.000  13915.000      5.299    66.7975   -22.2454   -41.1659   119.9771     2.6000    -2.0000   -34.2897    25.0000    15.0000    10.0000    25.0000    39.0000    30.0000    30.0000    39.0000    49.2005    -2.0000    -4.9995    -0.0010    -0.0010   159.4104   -41.1799     2.2172     0.1458     0.0000     5.9798    14.7002    14.6907     0.0095    71.5860   108.1120     1.000
      4    31.3740      1.000    615.000  14018.000      5.338    66.7975   -22.2454   -41.1659   119.9771     2.6000    -2.0000   -34.2897    25.0000    15.0000    10.0000    25.0000    39.0000    30.0000    30.0000    39.0000    49.2005    -2.0000    -4.9995    -0.0010    -0.0010   159.4104   -41.1799     2.2172     0.1395     0.0000     5.9814    14.7002    14.6907     0.0095    71.4620   108.0650     1.000
      5    31.1740      1.000    705.000  13946.000      5.311    66.7975   -22.2454   -41.1659   119.9771     2.6000    -2.0000   -34.2897    25.0000    15.0000    10.0000    25.0000    39.0000    30.0000    30.0000    39.0000    49.2005    -2.0000    -4.9995    -0.0010    -0.0010   159.4104   -41.1799     2.2172     0.1331     0.0000     5.9830    14.7002    14.6907     0.0095    71.3240   107.9340     1.000
      6    30.9740      1.000    759.000  14016.000      5.337    66.7975   -22.2454   -41.1659   119.9771     2.6000    -2.0000   -34.2897    25.0000    15.0000    10.0000    25.0000    39.0000    30.0000    30.0000    39.0000    49.2005    -2.0000    -4.9995    -0.0010    -0.0010   159.4104   -41.1799     2.2172     0.1268     0.0000     5.9844    14.7002    14.6907     0.0095    71.1880   107.8190     1.000
      7    30.7740      1.000    937.000  13644.000      5.196    66.7975   -22.2454   -41.1659   119.9771     2.6000    -2.0000   -34.2897    25.0000    15.0000    10.0000    25.0000    39.0000    30.0000    30.0000    39.0000    49.2005    -2.0000    -4.9995    -0.0010    -0.0010   159.4104   -41.1799     2.2172     0.1204     0.0000     5.9859    14.7002    14.6907     0.0095    71.0530   107.7500     1.000
      8    30.5740      1.000    990.000  13707.000      5.220    66.7975   -22.2454   -41.1659   119.9771     2.6000    -2.0000   -34.2897    25.0000    15.0000    10.0000    25.0000    39.0000    30.0000    30.0000    39.0000    49.2005    -2.0000    -4.9995    -0.0010    -0.0010   159.4104   -41.1799     2.2172     0.1140     0.0000     5.9872    14.7002    14.6907     0.0095    70.9130   107.5410     1.000
      9    30.3740      1.000   1077.000  13727.000      5.227    66.7975   -22.2454   -41.1659   119.9771     2.6000    -2.0000   -34.2897    25.0000    15.0000    10.0000    25.0000    39.0000    30.0000    30.0000    39.0000    49.2005    -2.0000    -4.9995    -0.0010    -0.0010   159.4104   -41.1799     2.2172     0.1077     0.0000     5.9885    14.7002    14.6907     0.0095    70.7710   107.3750     1.000
     10    30.1740      1.000   1214.000  14046.000      5.349    66.7975   -22.2454   -41.1659   119.9771     2.6000    -2.0000   -34.2897    25.0000    15.0000    10.0000    25.0000    39.0000    30.0000    30.0000    39.0000    49.2005    -2.0000    -4.9995    -0.0010    -0.0010   159.4104   -41.1799     2.2172     0.1013     0.0000     5.9897    14.7002    14.6907     0.0095    70.6300   107.2370     1.000
     11    29.9740      1.000   1333.000  14001.000      5.332    66.7975   -22.2454   -41.1659   119.9771     2.6000    -2.0000   -34.2897    25.0000    15.0000    10.0000    25.0000    39.0000    30.0000    30.0000    39.0000    49.2005    -2.0000    -4.9995    -0.0010    -0.0010   159.4104   -41.1799     2.2172     0.0949     0.0000     5.9908    14.7002    14.6907     0.0095    70.4870   107.1280     1.000
     12    29.7740      1.000   1548.000  13943.000      5.310    66.7975   -22.2454   -41.1659   119.9771     2.6000    -2.0000   -34.2897    25.0000    15.0000    10.0000    25.0000    39.0000    30.0000    30.0000    39.0000    49.2005    -2.0000    -4.9995    -0.0010    -0.0010   159.4104   -41.1799     2.2172     0.0886     0.0000     5.9919    14.7002    14.6907     0.0095    70.3400   106.8960     1.000
