# scan = 9
# date = 9/5/2017
# time = 1:28:46 PM
# proposal = 19739
# experiment = Separation of phonon and magnetic scattering near the Majorana mode in α-RuCl3: feasibility study
# experiment_number = 600
# command = scan sgu -15 15 1
# builtin_command = scan sgu -15 15 1
# users = Paula Kelley
# local_contact = 
# scan_title = Co-Alignment on post RT 3 0 0 postion
# monochromator = PG002
# analyzer = Pg002
# sense = -+-
# collimation = 48-40-40-120
# samplename = RuCl3
# sampletype = crystal
# samplemosaic = 30.000000
# latticeconstants = 5.975000,5.975000,17.000000,90.000000,90.000000,120.000000
# ubmatrix = -0.193255,-0.096628,0.000000,-0.000000,0.000000,-0.058824,0.000000,-0.167364,0.000000
# mode = 0
# plane_normal = 0.000000,0.000000,1.000000
# ubconf = UB05Sep2017_10850PM.ini
# preset_type = normal 
# preset_channel = time
# preset_value = 1.000000
# def_x = sgu
# def_y = detector
# col_headers = 
#   Pt.        sgu       time   detector    monitor        mcu focal_length         m1         m2   mcrystal       marc     mtrans     mfocus        bab        bal        bar        bat        bbb        bbl        bbr        bbt         s1         s2        sgl        stl        stu         a1         a2          q          h          k          l         ei         ef          e   cold_tip    tsample       temp
      1   -15.0000      1.000    177.000  13177.000      5.018    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   133.5002    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423     0.4302    -0.8964    -9.5188    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
      2   -13.9995      1.000    161.000  13431.000      5.115    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   133.5002    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423     0.4009    -0.8379    -9.5619    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
      3   -12.9995      1.000    142.000  13394.000      5.101    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   133.5002    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423     0.3715    -0.7791    -9.6020    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
      4   -11.9995      1.000    160.000  13116.000      4.995    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   133.5002    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423     0.3420    -0.7201    -9.6392    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
      5   -10.9995      1.000    170.000  13070.000      4.977    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   133.5002    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423     0.3124    -0.6609    -9.6735    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
      6    -9.9995      1.000    177.000  13235.000      5.040    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   133.5002    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423     0.2827    -0.6014    -9.7049    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
      7    -8.9995      1.000    190.000  13216.000      5.033    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   133.5002    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423     0.2528    -0.5418    -9.7333    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
      8    -7.9995      1.000    199.000  13256.000      5.048    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   133.5002    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423     0.2230    -0.4820    -9.7587    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
      9    -6.9995      1.000   1008.000  13232.000      5.039    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   133.5002    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423     0.1930    -0.4221    -9.7811    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
     10    -5.9995      1.000  35201.000  13245.000      5.044    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   133.5002    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423     0.1630    -0.3620    -9.8006    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
     11    -4.9995      1.000  78202.000  13218.000      5.034    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   133.5002    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423     0.1329    -0.3018    -9.8171    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
     12    -3.9995      1.000 104893.000  13415.000      5.109    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   133.5002    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423     0.1027    -0.2416    -9.8306    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
     13    -2.9995      1.000 119435.000  13529.000      5.152    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   133.5002    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423     0.0726    -0.1812    -9.8411    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
     14    -1.9995      1.000 123504.000  13476.000      5.132    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   133.5002    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423     0.0424    -0.1208    -9.8486    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
     15    -0.9995      1.000 121465.000  13364.000      5.089    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   133.5002    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423     0.0122    -0.0604    -9.8531    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
     16     0.0005      1.000 103041.000  13421.000      5.111    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   133.5002    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423    -0.0181     0.0000    -9.8546    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
     17     1.0005      1.000  65193.000  13409.000      5.106    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   133.5002    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423    -0.0483     0.0605    -9.8531    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
     18     2.0005      1.000  23530.000  13419.000      5.110    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   133.5002    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423    -0.0785     0.1209    -9.8486    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
     19     3.0005      1.000   8351.000  13256.000      5.048    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   133.5002    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423    -0.1087     0.1813    -9.8411    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
