# scan = 27
# date = 5/9/2018
# time = 6:23:18 AM
# proposal = 17173
# experiment = Test for Spin Stripes in a Nickelate Crystal
# experiment_number = 788
# command = scan h 0.6066 0.7266 0.01 k 0.6066 0.7266 0.01 l 4 e 0
# builtin_command = scan h 0.6066 0.7266 0.01 k 0.6066 0.7266 0.01 l 4 e 0
# users = Junjie Zhang, Bixia Wang, Daniel Phelan, Daniel Pajerowski
# local_contact = 
# scan_title = superlattice HH scan
# monochromator = Heusler
# analyzer = Heusler
# sense = +-+
# collimation = 48-999-60-999
# samplename = Lanthanum Nickelate, Lanthanum Nickelate
# sampletype = crystal
# samplemosaic = 30.000000
# latticeconstants = 3.956519,3.956519,25.937332,90.000000,90.000000,90.000000
# ubmatrix = -0.021984,-0.015737,0.038333,-0.164846,-0.189777,-0.004013,0.190326,-0.166188,0.000952
# mode = 0
# plane_normal = -0.017477,0.069745,0.997363
# ubconf = UB08May2018_50258PM.ini
# preset_type = countfile
# countfile = guide 16 parq
# countfile = drive hguide off vguide off
# countfile = count preset mcu 600
# countfile = drive hguide on vguide on
# countfile = count preset mcu 600
# def_x = h
# def_y = detector_1
# col_headers = 
#   Pt.          h          k          l          e     time_1 detector_1  monitor_1      mcu_1     time_2 detector_2  monitor_2      mcu_2 focal_length         m1         m2       marc     mtrans     mfocus     fguide     hguide     vguide    tbguide     aguide     bguide     cguide         s1         s2        sgl        sgu        stl        stu         a1         a2          q         ei         ef    coldtip     sample     temp_a
      1     0.6066     0.6065     4.0028    -0.0071    611.733    228.000 1174201.000    600.001    612.799    222.000 1174201.000    600.001     7.9186   -43.1425    41.9675     0.2500     2.0000   290.0035     4.0097     1.7488     1.3017     0.0039     2.9134     1.5651   -19.4996    41.5198   -38.2342     1.0015     4.0045     0.0000     0.0000    20.9838    41.9559     1.6721    13.5002    13.5073     4.9923     0.0000     5.000
      2     0.6166     0.6165     4.0027    -0.0071    610.517    266.000 1174201.000    600.001    610.862    210.000 1174201.000    600.001     7.9186   -43.1425    41.9675     0.2500     2.0000   290.0035     4.0097     1.7488     1.3020     0.0039     3.1265     1.3066   -19.3913    41.7430   -38.6687     1.0015     4.0045     0.0000     0.0000    20.9838    41.9559     1.6904    13.5002    13.5073     5.0108     0.0000     5.000
      3     0.6266     0.6265     4.0027    -0.0071    610.935    261.000 1174201.000    600.001    612.159    209.000 1174201.000    600.001     7.9186   -43.1425    41.9675     0.2500     2.0000   290.0035     4.0097     1.7488     1.3020     0.0039     3.1097     1.3271   -19.3913    41.9555   -39.1075     1.0015     4.0045     0.0000     0.0000    20.9838    41.9559     1.7088    13.5002    13.5073     5.0129     0.0000     5.000
      4     0.6365     0.6364     4.0026    -0.0071    612.517    266.000 1174201.000    600.001    611.391    230.000 1174201.000    600.001     7.9186   -43.1425    41.9675     0.2500     2.0000   290.0035     4.0097     1.7488     1.3020     0.0039     3.0929     1.3483   -19.3913    42.1566   -39.5466     1.0015     4.0045     0.0000     0.0000    20.9838    41.9559     1.7272    13.5002    13.5073     4.9872     0.0000     5.000
      5     0.6467     0.6466     4.0029    -0.0071    611.412    252.000 1174201.000    600.001    612.130    240.000 1174201.000    600.001     7.9186   -43.1425    41.9675     0.2500     2.0000   290.0035     4.0093     1.7492     1.3020     0.0039     3.0758     1.3692   -19.3913    42.3479   -39.9988     1.0015     4.0045     0.0000     0.0000    20.9838    41.9559     1.7462    13.5002    13.5073     4.9969     0.0000     5.000
      6     0.6567     0.6565     4.0029    -0.0071    611.976    241.000 1174201.000    600.001    611.562    236.000 1174201.000    600.001     7.9186   -43.1425    41.9675     0.2500     2.0000   290.0035     4.0093     1.7492     1.3020     0.0039     3.0580     1.3908   -19.4468    42.5288   -40.4458     1.0015     4.0045     0.0000     0.0000    20.9838    41.9559     1.7649    13.5002    13.5073     5.0105     0.0000     5.000
      7     0.6665     0.6664     4.0026    -0.0071    612.711    259.000 1174201.000    600.001    612.464    233.000 1174201.000    600.001     7.9186   -43.1425    41.9675     0.2500     2.0000   290.0035     4.0097     1.7492     1.3020     0.0039     3.0405     1.4124   -19.4474    42.7000   -40.8894     1.0015     4.0045     0.0000     0.0000    20.9838    41.9559     1.7834    13.5002    13.5073     4.9844     0.0000     5.000
      8     0.6765     0.6764     4.0026    -0.0071    611.982    258.000 1174201.000    600.001    612.571    239.000 1174201.000    600.001     7.9186   -43.1425    41.9675     0.2500     2.0000   290.0035     4.0097     1.7488     1.3020     0.0039     3.0231     1.4333   -19.4468    42.8615   -41.3421     1.0015     4.0045     0.0000     0.0000    20.9838    41.9559     1.8023    13.5002    13.5073     5.0163     0.0000     5.000
      9     0.6866     0.6865     4.0027    -0.0071    612.286    215.000 1174201.000    600.001    613.635    209.000 1174201.000    600.001     7.9186   -43.1425    41.9675     0.2500     2.0000   290.0035     4.0097     1.7488     1.3020     0.0039     3.0049     1.4548   -19.4468    43.0135   -41.8010     1.0015     4.0045     0.0000     0.0000    20.9838    41.9559     1.8214    13.5002    13.5073     5.0014     0.0000     5.000
     10     0.6967     0.6965     4.0028    -0.0071    612.101    219.000 1174201.000    600.001    613.494    227.000 1174201.000    600.001     7.9186   -43.1425    41.9675     0.2500     2.0000   290.0035     4.0093     1.7488     1.3020     0.0039     2.9867     1.4768   -19.4990    43.1565   -42.2622     1.0015     4.0045     0.0000     0.0000    20.9838    41.9559     1.8406    13.5002    13.5073     4.9918     0.0000     5.000
