# scan = 26
# date = 5/9/2018
# time = 1:56:14 AM
# proposal = 17173
# experiment = Test for Spin Stripes in a Nickelate Crystal
# experiment_number = 788
# command = scan h 0.6066 0.7266 0.01 k 0.6066 0.7266 0.01 l 4 e 0
# builtin_command = scan h 0.6066 0.7266 0.01 k 0.6066 0.7266 0.01 l 4 e 0
# users = Junjie Zhang, Bixia Wang, Daniel Phelan, Daniel Pajerowski
# local_contact = 
# scan_title = superlattice HH scan
# monochromator = Heusler
# analyzer = Heusler
# sense = +-+
# collimation = 48-999-60-999
# samplename = Lanthanum Nickelate, Lanthanum Nickelate
# sampletype = crystal
# samplemosaic = 30.000000
# latticeconstants = 3.956519,3.956519,25.937332,90.000000,90.000000,90.000000
# ubmatrix = -0.021984,-0.015737,0.038333,-0.164846,-0.189777,-0.004013,0.190326,-0.166188,0.000952
# mode = 0
# plane_normal = -0.017477,0.069745,0.997363
# ubconf = UB08May2018_50258PM.ini
# preset_type = countfile
# countfile = guide 16 parq
# countfile = drive hguide off vguide off
# countfile = count preset mcu 600
# countfile = drive hguide on vguide on
# countfile = count preset mcu 600
# def_x = h
# def_y = detector_1
# col_headers = 
#   Pt.          h          k          l          e     time_1 detector_1  monitor_1      mcu_1     time_2 detector_2  monitor_2      mcu_2 focal_length         m1         m2       marc     mtrans     mfocus     fguide     hguide     vguide    tbguide     aguide     bguide     cguide         s1         s2        sgl        sgu        stl        stu         a1         a2          q         ei         ef    coldtip     sample     temp_a
      1     0.6066     0.6065     4.0028    -0.0071    613.131    256.000 1174201.000    600.001    613.075    222.000 1174201.000    600.001     7.9186   -43.1425    41.9675     0.2500     2.0000   290.0035     4.0097     1.7488     1.3020     0.0039     2.9131     1.5651   -19.4996    41.5198   -38.2342     1.0015     4.0045     0.0000     0.0000    20.9838    41.9559     1.6721    13.5002    13.5073     5.0194     0.0000     5.000
      2     0.6166     0.6165     4.0027    -0.0071    612.621    279.000 1174201.000    600.001    612.296    195.000 1174201.000    600.001     7.9186   -43.1425    41.9675     0.2500     2.0000   290.0035     4.0097     1.7488     1.3020     0.0039     3.1265     1.3059   -19.3913    41.7430   -38.6685     1.0015     4.0045     0.0000     0.0000    20.9838    41.9559     1.6904    13.5002    13.5073     4.9811     0.0000     5.000
      3     0.6266     0.6265     4.0027    -0.0071    612.816    280.000 1174201.000    600.001    612.642    197.000 1174201.000    600.001     7.9186   -43.1425    41.9675     0.2500     2.0000   290.0035     4.0097     1.7492     1.3020     0.0039     3.1101     1.3271   -19.3913    41.9554   -39.1075     1.0015     4.0045     0.0000     0.0000    20.9838    41.9559     1.7088    13.5002    13.5073     5.0117     0.0000     5.000
      4     0.6365     0.6364     4.0026    -0.0071    612.288    274.000 1174201.000    600.001    612.136    224.000 1174201.000    600.001     7.9186   -43.1425    41.9675     0.2500     2.0000   290.0035     4.0097     1.7488     1.3020     0.0039     3.0929     1.3483   -19.3913    42.1568   -39.5470     1.0015     4.0045     0.0000     0.0000    20.9838    41.9559     1.7273    13.5002    13.5073     5.0114     0.0000     5.000
      5     0.6467     0.6466     4.0029    -0.0071    613.258    278.000 1174201.000    600.001    612.952    216.000 1174201.000    600.001     7.9186   -43.1425    41.9675     0.2500     2.0000   290.0035     4.0093     1.7488     1.3020     0.0039     3.0758     1.3692   -19.3913    42.3479   -39.9986     1.0015     4.0045     0.0000     0.0000    20.9838    41.9559     1.7462    13.5002    13.5073     4.9878     0.0000     5.000
      6     0.6567     0.6566     4.0029    -0.0071    611.369    230.000 1174201.000    600.001    612.608    232.000 1174201.000    600.001     7.9186   -43.1425    41.9675     0.2500     2.0000   290.0035     4.0093     1.7488     1.3020     0.0039     3.0583     1.3908   -19.4468    42.5288   -40.4462     1.0015     4.0045     0.0000     0.0000    20.9838    41.9559     1.7649    13.5002    13.5073     5.0076     0.0000     5.000
      7     0.6665     0.6664     4.0025    -0.0071    613.294    228.000 1174201.000    600.001    612.178    254.000 1174201.000    600.001     7.9186   -43.1425    41.9675     0.2500     2.0000   290.0035     4.0097     1.7488     1.3020     0.0039     3.0405     1.4124   -19.4474    42.7001   -40.8890     1.0015     4.0045     0.0000     0.0000    20.9838    41.9559     1.7834    13.5002    13.5073     4.9988     0.0000     5.000
      8     0.6765     0.6764     4.0026    -0.0071    612.272    229.000 1174201.000    600.001    611.380    235.000 1174201.000    600.001     7.9186   -43.1425    41.9675     0.2500     2.0000   290.0035     4.0097     1.7492     1.3020     0.0039     3.0231     1.4336   -19.4474    42.8614   -41.3423     1.0015     4.0045     0.0000     0.0000    20.9838    41.9559     1.8023    13.5002    13.5073     4.9973     0.0000     5.000
      9     0.6866     0.6865     4.0027    -0.0071    611.154    227.000 1174201.000    600.001    612.575    236.000 1174201.000    600.001     7.9186   -43.1425    41.9675     0.2500     2.0000   290.0035     4.0097     1.7488     1.3020     0.0039     3.0049     1.4548   -19.4474    43.0134   -41.8006     1.0015     4.0045     0.0000     0.0000    20.9838    41.9559     1.8214    13.5002    13.5073     4.9844     0.0000     5.000
     10     0.6967     0.6965     4.0028    -0.0071    612.660    256.000 1174201.000    600.001    612.594    217.000 1174201.000    600.001     7.9186   -43.1425    41.9675     0.2500     2.0000   290.0035     4.0097     1.7492     1.3020     0.0039     2.9871     1.4771   -19.4990    43.1565   -42.2622     1.0015     4.0045     0.0000     0.0000    20.9838    41.9559     1.8406    13.5002    13.5073     5.0032     0.0000     5.000
     11     0.7066     0.7065     4.0027    -0.0071    612.539    265.000 1174201.000    600.001    612.232    223.000 1174201.000    600.001     7.9186   -43.1425    41.9675     0.2500     2.0000   290.0035     4.0097     1.7488     1.3017     0.0039     2.9686     1.4990   -19.4996    43.2906   -42.7183     1.0015     4.0045     0.0000     0.0000    20.9838    41.9559     1.8595    13.5002    13.5073     5.0018     0.0000     5.000
     12     0.7167     0.7165     4.0028    -0.0071    613.703    251.000 1174201.000    600.001    611.725    240.000 1174201.000    600.001     7.9186   -43.1425    41.9675     0.2500     2.0000   290.0035     4.0097     1.7488     1.3017     0.0039     2.9504     1.5206   -19.4996    43.4159   -43.1860     1.0015     4.0045     0.0000     0.0000    20.9838    41.9559     1.8789    13.5002    13.5073     5.0142     0.0000     5.000
     13     0.7266     0.7265     4.0028    -0.0071    612.242    290.000 1174201.000    600.001    611.955    219.000 1174201.000    600.001     7.9186   -43.1425    41.9675     0.2500     2.0000   290.0035     4.0097     1.7492     1.3020     0.0039     2.9319     1.5428   -19.4990    43.5326   -43.6502     1.0015     4.0045     0.0000     0.0000    20.9838    41.9559     1.8981    13.5002    13.5073     4.9861     0.0000     5.000
# Sum of Counts = 3343
# Center of Mass = 0.666151+/-0.016307
