# scan = 20
# date = 10/22/2003
# time = 9:43:55 PM
# experiment = Alignment and Intensity Checks
# experiment_number = 41
# command = scan s2 79.850000 84.610000 0.119000
# builtin_command = scan s2 79.850000 84.610000 0.119000
# users = MY
# local_contact = MY
# scan_title = Ni Powder (2,2,0)
# monochromator = PG002
# analyzer = Pg002
# sense = -+-
# collimation = 48-40-40-120
# samplename = Sample with lattice params=2*pi
# sampletype = crystal
# samplemosaic = 30.000000
# latticeconstants = 6.280000,6.280000,6.280000,90.000000,90.000000,90.000000
# ubmatrix = -0.112597,-0.112597,0.000000,0.000000,0.000000,-0.159236,0.112597,-0.112597,0.000000
# mode = 0
# plane_normal = 0.000000,0.000000,1.000000
# ubconf = 
# preset_type = normal 
# preset_channel = time
# preset_value = 1.000000
# def_x = s2
# def_y = detector
# col_headers = 
#   Pt.         s2       time   detector    monitor        mcu         m1         m2         s1        sgl        sgu        stl        stu         a1         a2          q          h          k          l         ei         ef          e       temp    coldtip    tsample
      1    79.8486      1.000   4225.000 105402.000      0.917    51.0520   -28.2535     0.0002    -0.0055     0.0000     0.0000    -0.0010    90.0000     0.0577  1859.6824  1294.3435  1294.0951  -323.8916    30.5008 7171457.2984 -7171426.7976     0.0000     0.0000     0.000
      2    79.9667      1.000   4761.000 105610.000      0.918    51.0520   -28.2535     0.0002    -0.0055     0.0000     0.0000    -0.0010    90.0000     0.0577  1859.6902  1294.8185  1294.5699  -320.1181    30.5008 7171457.2984 -7171426.7976     0.0000     0.0000     0.000
      3    80.0848      1.000   5346.000 105683.000      0.919    51.0520   -28.2535     0.0002    -0.0055     0.0000     0.0000    -0.0010    90.0000     0.0577  1859.6980  1295.2880  1295.0393  -316.3433    30.5008 7171457.2984 -7171426.7976     0.0000     0.0000     0.000
      4    80.2057      1.000   6055.000 105645.000      0.919    51.0520   -28.2535     0.0002    -0.0055     0.0000     0.0000    -0.0010    90.0000     0.0577  1859.7060  1295.7627  1295.5139  -312.4792    30.5008 7171457.2984 -7171426.7976     0.0000     0.0000     0.000
      5    80.3238      1.000   6959.000 105745.000      0.920    51.0520   -28.2535     0.0002    -0.0055     0.0000     0.0000    -0.0010    90.0000     0.0577  1859.7138  1296.2210  1295.9722  -308.7017    30.5008 7171457.2984 -7171426.7976     0.0000     0.0000     0.000
      6    80.4446      1.000   7967.000 105673.000      0.919    51.0520   -28.2535     0.0002    -0.0055     0.0000     0.0000    -0.0010    90.0000     0.0577  1859.7217  1296.6843  1296.4354  -304.8349    30.5008 7171457.2984 -7171426.7976     0.0000     0.0000     0.000
      7    80.5627      1.000   9046.000 105482.000      0.917    51.0520   -28.2535     0.0002    -0.0055     0.0000     0.0000    -0.0010    90.0000     0.0604  1775.1686  1238.1713  1237.9336  -287.1961    30.5008 6534326.9677 -6534296.4669     0.0000     0.0000     0.000
      8    80.6863      1.000  10416.000 105837.000      0.920    51.0520   -28.2535     0.0002    -0.0055     0.0000     0.0000    -0.0010    90.0000     0.0577  1859.7377  1297.5936  1297.3445  -297.0971    30.5008 7171457.2984 -7171426.7976     0.0000     0.0000     0.000
      9    80.8017      1.000  11637.000 105687.000      0.919    51.0520   -28.2535     0.0002    -0.0055     0.0000     0.0000    -0.0010    90.0000     0.0577  1859.7453  1298.0194  1297.7702  -293.4022    30.5008 7171457.2984 -7171426.7976     0.0000     0.0000     0.000
     10    80.9225      1.000  12931.000 105803.000      0.920    51.0520   -28.2535     0.0002    -0.0055     0.0000     0.0000    -0.0010    90.0000     0.0577  1859.7533  1298.4599  1298.2106  -289.5301    30.5008 7171457.2984 -7171426.7976     0.0000     0.0000     0.000
