9.000	65.474	1.000
9.100	61.014	1.000
9.200	75.674	1.000
9.300	42.098	1.000
9.400	92.392	1.000
9.500	91.913	1.000
9.600	56.516	1.000
9.700	49.775	1.000
9.800	80.971	1.000
9.900	78.514	1.000
10.000	68.518	1.000
10.100	92.538	1.000
10.200	68.319	1.000
10.300	89.573	1.000
10.400	81.451	1.000
10.500	76.182	1.000
10.600	30.707	1.000
10.700	60.580	1.000
10.800	72.617	1.000
10.900	68.997	1.000
11.000	67.461	1.000
11.100	84.731	1.000
11.200	60.661	1.000
11.300	84.273	1.000
11.400	68.137	1.000
11.500	89.455	1.000
11.600	90.326	1.000
11.700	111.792	1.000
11.641	81.582	1.000
11.741	88.120	1.000
11.841	91.077	1.000
11.941	169.505	1.000
12.041	203.862	1.000
12.141	272.866	1.000
12.241	319.241	1.000
12.341	505.057	1.000
12.441	652.044	1.000
12.541	665.966	1.000
12.641	634.061	1.000
12.741	415.796	1.000
12.841	314.283	1.000
12.941	97.024	1.000
13.041	70.955	1.000
13.141	51.346	1.000
13.241	92.393	1.000
13.341	72.910	1.000
13.441	73.598	1.000
13.541	77.505	1.000
13.641	68.562	1.000
13.741	51.916	1.000
13.841	58.406	1.000
13.941	73.764	1.000
14.041	65.605	1.000
14.141	100.486	1.000
14.241	86.969	1.000
14.341	74.232	1.000
14.287	69.233	1.000
14.387	57.726	1.000
14.487	60.856	1.000
14.587	39.830	1.000
14.687	69.201	1.000
14.787	86.960	1.000
14.887	78.424	1.000
14.987	76.072	1.000
15.087	59.196	1.000
15.187	74.283	1.000
15.287	61.224	1.000
15.387	54.719	1.000
15.487	71.819	1.000
15.587	67.090	1.000
15.687	77.062	1.000
15.787	46.850	1.000
15.887	65.367	1.000
15.987	100.301	1.000
16.087	72.320	1.000
16.187	50.772	1.000
16.287	60.279	1.000
16.387	65.589	1.000
16.487	71.739	1.000
16.587	101.476	1.000
16.687	103.860	1.000
16.787	45.843	1.000
16.887	56.972	1.000
16.987	69.296	1.000
17.042	44.525	1.000
17.142	62.454	1.000
17.242	69.258	1.000
17.342	58.992	1.000
17.442	100.135	1.000
17.542	92.237	1.000
17.642	65.337	1.000
17.742	81.151	1.000
17.842	78.006	1.000
17.942	68.436	1.000
18.042	66.010	1.000
18.142	48.290	1.000
18.242	65.818	1.000
18.342	115.058	1.000
18.442	33.630	1.000
18.542	66.054	1.000
18.642	70.259	1.000
18.742	105.780	1.000
18.842	84.687	1.000
18.942	51.700	1.000
19.042	83.044	1.000
19.142	77.918	1.000
19.242	131.489	1.000
19.342	169.755	1.000
19.442	185.986	1.000
19.542	233.404	1.000
19.642	148.658	1.000
19.742	167.119	1.000
19.775	183.982	1.000
19.875	167.593	1.000
19.975	126.524	1.000
20.075	135.289	1.000
20.175	239.069	1.000
20.275	453.707	1.000
20.375	615.556	1.000
20.475	1060.850	1.000
20.575	1195.566	1.000
20.675	1150.197	1.000
20.775	807.372	1.000
20.875	464.161	1.000
20.975	199.444	1.000
21.075	78.447	1.000
21.175	62.996	1.000
21.275	80.064	1.000
21.375	66.009	1.000
21.475	54.261	1.000
21.575	69.379	1.000
21.675	43.947	1.000
21.775	50.130	1.000
21.875	66.234	1.000
21.975	57.955	1.000
22.075	73.195	1.000
22.175	83.181	1.000
22.275	96.149	1.000
22.375	57.532	1.000
22.475	77.343	1.000
22.488	49.463	1.000
22.588	73.463	1.000
22.688	56.693	1.000
22.788	106.495	1.000
22.888	90.642	1.000
22.988	53.283	1.000
23.088	141.135	1.000
23.188	225.379	1.000
23.288	295.428	1.000
23.388	268.094	1.000
23.488	309.621	1.000
23.588	214.584	1.000
23.688	215.293	1.000
23.788	135.809	1.000
23.888	74.720	1.000
23.988	89.687	1.000
24.088	98.592	1.000
24.188	105.357	1.000
24.288	89.990	1.000
24.388	45.127	1.000
24.488	76.211	1.000
24.588	90.683	1.000
24.688	48.691	1.000
24.788	86.093	1.000
24.888	60.769	1.000
24.988	47.869	1.000
25.088	68.475	1.000
25.188	90.765	1.000
25.129	76.848	1.000
25.229	56.066	1.000
25.329	95.365	1.000
25.429	88.422	1.000
25.529	101.071	1.000
25.629	92.503	1.000
25.729	67.266	1.000
25.829	64.336	1.000
25.929	57.978	1.000
26.029	74.601	1.000
26.129	87.947	1.000
26.229	72.886	1.000
26.329	103.635	1.000
26.429	74.470	1.000
26.529	77.392	1.000
26.629	60.004	1.000
26.729	84.650	1.000
26.829	111.334	1.000
26.929	48.165	1.000
27.029	64.408	1.000
27.129	82.654	1.000
27.229	93.027	1.000
27.329	79.631	1.000
27.429	112.638	1.000
27.529	75.531	1.000
27.629	62.629	1.000
27.729	110.668	1.000
27.829	76.918	1.000
27.814	88.659	1.000
27.914	83.395	1.000
28.014	65.325	1.000
28.114	57.265	1.000
28.214	57.602	1.000
28.314	66.120	1.000
28.414	65.050	1.000
28.514	70.512	1.000
28.614	72.016	1.000
28.714	124.796	1.000
28.814	35.051	1.000
28.914	110.949	1.000
29.014	61.161	1.000
29.114	81.619	1.000
29.214	44.643	1.000
29.314	96.454	1.000
29.414	97.194	1.000
29.514	78.442	1.000
29.614	83.582	1.000
29.714	83.827	1.000
29.814	73.333	1.000
29.914	84.226	1.000
30.014	96.002	1.000
30.114	96.997	1.000
30.214	65.354	1.000
30.314	72.932	1.000
30.414	73.642	1.000
30.514	88.739	1.000
30.551	69.758	1.000
30.651	95.930	1.000
30.751	79.954	1.000
30.851	92.425	1.000
30.951	104.590	1.000
31.051	104.048	1.000
31.151	87.200	1.000
31.251	57.791	1.000
31.351	70.366	1.000
31.451	71.480	1.000
31.551	61.285	1.000
31.651	69.837	1.000
31.751	84.023	1.000
31.851	63.844	1.000
31.951	74.154	1.000
